Recording Name,Accent Type,Word Index,Start Time (s),End Time (s),Top 1 Word,Top 1 Confidence (%),Top 2 Word,Top 2 Confidence (%),Top 3 Word,Top 3 Confidence (%)
english6,english,46,15.72,15.82,AND,98.16,AN,1.75,IND,0.03
english6,english,47,15.88,15.88,A,99.92,E,0.04,H,0.02
english6,english,48,15.96,16.16,BIG,100.00,BI,0.00,IG,0.00
english6,english,49,16.22,16.50,TOY,99.32,TOI,0.38,TOYE,0.08
english6,english,50,16.56,16.92,FROG,99.85,FROGS,0.10,FROK,0.02
english6,english,51,16.98,17.10,FOR,99.75,FO,0.11,FER,0.04
english6,english,52,17.18,17.22,THE,99.98,TH,0.01,TE,0.01
english6,english,53,17.30,17.62,KIDS,98.50,KID'S,1.22,KITS,0.14
english6,english,54,17.66,18.36,SHE,100.00,SE,0.00,SH,0.00
english6,english,55,18.42,18.56,CAN,99.34,KAN,0.27,CIN,0.19
english6,english,56,18.62,18.94,SCOOP,94.96,SWOOP,3.05,SCOOPE,1.24
english6,english,57,19.00,19.18,THESE,99.99,HESE,0.01,THES,0.00
english6,english,58,19.26,19.58,THINGS,99.94,HINGS,0.04,THINS,0.02
english6,english,59,19.64,19.96,INTO,99.29,INT,0.45,INTOR,0.07
english6,english,60,20.04,20.34,THREE,99.98,TH'REE,0.01,THRE,0.00
english6,english,61,20.40,20.66,RED,99.77,READ,0.15,REDD,0.04
english6,english,62,20.70,21.18,BAGS,99.05,BEAGS,0.46,BAG'S,0.17
english6,english,63,21.24,21.78,AND,98.03,AN,1.79,AD,0.09
english6,english,64,21.82,21.92,WE,99.96,WEE,0.03,W,0.01
english6,english,65,21.96,22.12,WILL,99.29,W'LL,0.31,WIL,0.15
english6,english,66,22.16,22.30,GO,99.97,O,0.02,G,0.00
english6,english,67,22.38,22.60,MEET,84.33,MEAT,7.90,MEED,6.08
english6,english,68,22.66,22.78,HER,99.61,HE,0.12,HOR,0.11
english6,english,69,22.86,23.46,WEDNESDAY,99.45,WEDNESDAYS,0.31,WEDDNESDAY,0.11
english6,english,70,23.52,23.62,AT,99.60,AN,0.19,A,0.05
english6,english,71,23.70,23.78,THE,98.13,TE,0.73,HE,0.63
english6,english,72,23.84,24.18,TRAIN,97.90,TRAINE,1.08,TRAINS,0.32
english6,english,73,24.24,24.72,STATION,98.34,STATIONS,1.30,STATIO,0.18
english7,english,1,0.00,0.78,PLEASE,98.88,PLEACE,0.24,PLESE,0.22
english7,english,2,0.82,1.06,CALL,98.20,CALLD,0.47,CALLE,0.38
english7,english,3,1.12,1.56,STELLA,88.45,STELA,6.37,STELLAH,1.82
english7,english,4,1.64,2.44,ASK,96.30,ASKE,1.43,ASKD,1.04
english7,english,5,2.50,2.58,HER,99.61,HE,0.18,HR,0.13
english7,english,6,2.64,2.66,TO,100.00,T,0.00,O,0.00
english7,english,7,2.72,2.94,BRING,99.78,BERING,0.04,WBRING,0.03
english7,english,8,3.02,3.16,THESE,99.72,THE,0.19,THEOSE,0.03
english7,english,9,3.24,3.54,THINGS,98.42,THLINGS,0.70,TLHINGS,0.43
english7,english,10,3.64,3.96,WITHER,80.40,WITHHER,9.74,WHITHER,8.30
english7,english,11,4.02,4.56,FROM,98.99,FOM,0.43,FROR,0.41
english7,english,12,4.62,4.68,THE,99.62,THA,0.19,TE,0.14
english7,english,13,4.74,5.10,STORE,99.56,STARE,0.12,STORRE,0.07
english7,english,14,5.18,6.02,SIX,84.80,SIXK,10.70,SIC,1.60
english7,english,15,6.06,6.40,SPOONS,31.48,SPOINS,29.97,SPONS,18.82
english7,english,16,6.48,6.52,OF,97.03,AF,1.49,O,0.40
english7,english,17,6.58,6.84,FRESH,99.92,FRECH,0.03,FRESHE,0.02
english7,english,18,6.90,7.14,SNOW,97.19,SNOWE,1.40,SNO,0.48
english7,english,19,7.18,7.48,PEAS,37.88,PEASE,29.72,PEES,11.84
english7,english,20,7.54,8.54,FIVE,95.90,FAVE,2.37,FI'VE,0.88
english7,english,21,8.60,8.84,THICK,37.49,SHICK,15.90,TICK,15.33
english7,english,22,8.88,9.60,SLABS,98.47,SLAMBS,0.59,SLAMS,0.37
english7,english,23,9.68,9.72,OF,63.14,O,11.97,AF,11.01
english7,english,24,9.78,9.96,BLUE,96.24,BLOUE,0.73,LUE,0.64
english7,english,25,10.02,10.42,CHEASE,18.03,SHEASE,17.13,CHEESE,13.61
english7,english,26,10.50,11.18,AND,92.64,AN,4.20,AD,1.44
english7,english,27,11.24,11.48,MAYBE,95.13,MEYBE,1.60,MABBE,1.27
english7,english,28,11.56,11.56,A,99.94,O,0.04,E,0.02
english7,english,29,11.64,12.02,SNACK,91.43,SNAK,7.23,SNACKE,0.48
english7,english,30,12.08,12.24,FOR,99.22,FER,0.47,FUR,0.08
english7,english,31,12.30,12.38,HER,98.36,ER,1.11,HR,0.27
english7,english,32,12.44,12.68,BROTHER,99.49,BROTHER',0.13,BROTHERS,0.11
english7,english,33,12.74,13.04,BOB,98.83,BAB,0.44,BOBB,0.28
english7,english,34,13.12,14.00,WE,99.82,WEL,0.06,WE',0.06
english7,english,35,14.08,14.30,ALSO,99.86,ALLSO,0.06,ALSOM,0.02
english7,english,36,14.36,14.50,NEAT,39.86,NEATE,22.67,NAT,8.95
english7,english,37,14.56,14.56,A,99.98,O,0.02,,0.00
english7,english,38,14.62,14.90,SMALL,99.99,SMAL,0.01,SALL,0.00
english7,english,39,14.96,15.44,PLASTIC,90.29,PALASTIC,5.94,PILASTIC,1.31
english7,english,40,15.50,15.86,SNAKE,97.86,SNAK,1.92,SNACKE,0.12
english7,english,41,15.92,16.52,AND,95.52,AN,3.37,ND,0.66
english7,english,42,16.58,16.58,A,99.94,E,0.04,I,0.01
english7,english,43,16.64,16.80,BIG,99.97,BEG,0.02,BEIG,0.01
english7,english,44,16.86,17.08,TOY,99.26,TOI,0.34,T'Y,0.11
english7,english,45,17.14,17.44,FROG,99.80,FROGS,0.10,FRAG,0.06
english7,english,46,17.50,17.58,FOR,99.41,FER,0.19,FO,0.12
english7,english,47,17.64,17.70,THE,99.86,THAE,0.06,THET,0.04
english7,english,48,17.76,18.10,KIDS,96.27,KID'S,3.31,KID,0.10
english7,english,49,18.16,19.30,SHE,100.00,SH,0.00,SE,0.00
english7,english,50,19.36,19.46,CAN,99.47,CIN,0.17,KAN,0.15
english7,english,51,19.52,19.76,SCOOP,79.00,SCHOOP,6.24,SCOOPE,4.94
english7,english,52,19.82,19.96,THESE,99.69,THE,0.15,THOESE,0.05
english7,english,53,20.04,20.32,THINGS,85.63,TINGS,5.69,LHINGS,5.63
english7,english,54,20.40,20.62,INTO,86.82,INT,6.89,INO,5.59
english7,english,55,20.72,20.98,THREE,99.92,SHREE,0.03,TREE,0.01
english7,english,56,21.04,21.50,PLASTIC,94.73,PALASTIC,2.27,PLASTICK,1.24
english7,english,57,21.56,21.90,BAGS,99.81,BAG'S,0.13,BAGS',0.03
english7,english,58,21.96,22.24,AND,96.90,AN,2.54,ND,0.31
english7,english,59,22.30,22.50,WE'LL,75.30,WE'L,9.89,WE'LT,4.51
english7,english,60,22.54,22.92,GO,98.82,O,0.80,CO,0.09
english7,english,61,23.06,23.20,MEET,98.16,MEED,0.48,MEETE,0.46
english7,english,62,23.26,23.36,HER,99.67,ER,0.21,HR,0.05
english7,english,63,23.44,24.14,WEDNESDAY,99.40,OWEDNESDAY,0.29,WEDENESDAY,0.10
english7,english,64,24.24,24.52,AT,99.55,AN,0.13,T,0.11
english7,english,65,24.58,24.64,THE,99.38,THA,0.24,TE,0.16
english7,english,66,24.70,24.96,TRAIN,98.94,TRAINS,0.41,TRAIN',0.26
english7,english,67,25.02,25.46,STATION,99.50,STATIONS,0.31,STATIEN,0.06
english8,english,1,0.00,0.80,PLEASE,99.93,PLEASED,0.03,PLASE,0.02
english8,english,2,0.88,1.10,CALL,91.92,CALLS,2.80,CALS,1.41
english8,english,3,1.16,1.48,STELLA,55.93,STELLAR,19.59,STELLE,8.33
english8,english,4,1.54,2.22,ASK,99.62,ASKE,0.15,ASKD,0.13
english8,english,5,2.28,2.34,HER,99.74,HR,0.16,HE,0.05
english8,english,6,2.40,2.42,TO,100.00,T,0.00,O,0.00
english8,english,7,2.48,2.62,BRING,99.99,BRIN,0.01,RING,0.00
english8,english,8,2.70,2.84,THESE,99.95,HESE,0.03,TESE,0.01
english8,english,9,2.92,3.18,THINGS,99.92,TINGS,0.04,HINGS,0.02
english8,english,10,3.24,3.34,WITH,99.97,WIH,0.01,ITH,0.01
english8,english,11,3.40,3.50,HER,99.91,THER,0.07,HE,0.01
english8,english,12,3.60,3.72,FROM,99.79,FOM,0.16,FROR,0.03
english8,english,13,3.78,3.82,THE,98.40,THA,1.38,TAE,0.10
english8,english,14,3.90,4.12,STALL,50.10,STALE,12.56,STOLL,11.70
english8,english,15,4.20,4.92,SIX,99.71,SIXK,0.16,SICX,0.04
english8,english,16,4.98,5.28,SPOONS,98.12,SPOONUS,0.74,POONS,0.68
english8,english,17,5.36,5.40,OF,99.89,OR,0.04,ON,0.03
english8,english,18,5.46,5.68,FRESH,99.97,FRES,0.02,FREH,0.01
english8,english,19,5.76,5.98,SNOW,99.78,SNAW,0.17,SNO,0.01
english8,english,20,6.02,6.32,PEAS,63.43,PEADS,22.00,PEASE,7.79
english8,english,21,6.42,6.84,FIVE,100.00,FIV,0.00,FIE,0.00
english8,english,22,6.92,7.48,THICK,98.03,THIK,0.55,THIC,0.54
english8,english,23,7.54,7.82,SLABS,85.71,SLUBS,5.92,SLADS,3.27
english8,english,24,7.88,7.90,OF,99.78,ON,0.07,OR,0.05
english8,english,25,7.98,8.16,BLUE,99.77,BULUE,0.07,BLE,0.05
english8,english,26,8.22,8.54,CHEESE,99.85,CHEES,0.03,THEESE,0.02
english8,english,27,8.62,9.04,AND,99.56,ND,0.26,AN,0.16
english8,english,28,9.10,9.28,MAYBE,96.03,MEYBE,2.68,MABBE,0.46
english8,english,29,9.36,9.36,A,99.85,O,0.12,U,0.02
english8,english,30,9.42,9.64,SNAKE,80.40,SNACKE,8.79,SNAK,7.38
english8,english,31,9.68,9.76,FOR,99.38,OR,0.19,FO,0.11
english8,english,32,9.80,9.86,HER,97.20,THER,2.00,ER,0.29
english8,english,33,9.92,10.10,BROTHER,99.19,BROTHER',0.45,BOTHER,0.25
english8,english,34,10.16,10.38,BOB,95.00,BUB,1.39,BOG,1.23
english8,english,35,10.46,11.16,WE,99.98,HE,0.01,W,0.01
english8,english,36,11.22,11.42,ALSO,99.70,ALLSO,0.28,LSO,0.01
english8,english,37,11.52,11.66,NEED,36.70,KNEED,23.02,NEAD,14.20
english8,english,38,11.72,11.72,A,100.00,,0.00,,0.00
english8,english,39,11.80,12.00,SMALL,99.99,SALL,0.01,SMAL,0.00
english8,english,40,12.06,12.42,PLASTIC,93.12,PLASTICK,3.17,PLACTIC,0.97
english8,english,41,12.48,12.74,SNAKE,99.71,SNAK,0.27,STAKE,0.01
english8,english,42,12.80,12.92,AND,99.68,AN,0.12,ND,0.08
english8,english,43,12.98,12.98,A,99.92,H,0.04,E,0.02
english8,english,44,13.04,13.18,BIG,100.00,BI,0.00,BG,0.00
english8,english,45,13.24,13.52,TOY,99.46,TOI,0.14,TROY,0.12
english8,english,46,13.56,13.82,FROG,99.78,FROGS,0.12,FRO,0.07
english8,english,47,13.88,13.96,FOR,99.70,OR,0.08,FO,0.07
english8,english,48,14.00,14.06,THE,99.89,TE,0.06,THA,0.03
english8,english,49,14.12,14.34,KIDS,84.38,KID'S,10.89,KIDTS,2.12
english8,english,50,14.40,15.08,SHE,100.00,SE,0.00,SH,0.00
english8,english,51,15.14,15.26,CAN,99.97,CAL,0.01,CON,0.01
english8,english,52,15.32,15.54,SCROOP,23.43,SCROUP,23.09,SCROP,14.95
english8,english,53,15.60,15.72,THESE,99.97,THOESE,0.01,HESE,0.01
english8,english,54,15.80,16.06,THINGS,99.98,HINGS,0.02,THING,0.00
english8,english,55,16.12,16.28,INTO,99.71,INT,0.20,INO,0.09
english8,english,56,16.34,16.52,THREE,99.98,TREE,0.01,HREE,0.00
english8,english,57,16.58,16.72,RED,99.94,RE,0.06,RD,0.00
english8,english,58,16.78,17.10,BAGS,99.98,PAGS,0.01,BAG,0.00
english8,english,59,17.18,17.32,AND,99.89,AN,0.05,ND,0.04
english8,english,60,17.38,17.42,WE,99.90,E,0.07,W,0.03
english8,english,61,17.48,17.60,WILL,99.45,ILL,0.32,W'LL,0.20
english8,english,62,17.64,17.68,GO,100.00,G,0.00,O,0.00
english8,english,63,17.76,17.80,AND,99.76,AN,0.11,AD,0.05
english8,english,64,17.84,17.96,MEET,99.70,MEAT,0.08,BEET,0.06
english8,english,65,18.02,18.10,HER,99.81,THER,0.08,HR,0.05
english8,english,66,18.18,18.60,WEDNESDAY,99.79,WEDNESDAYS,0.17,WEDNESTAY,0.02
english8,english,67,18.68,18.74,AT,99.72,AN,0.13,OT,0.05
english8,english,68,18.82,18.86,THE,99.84,THA,0.08,TE,0.04
english8,english,69,18.94,19.12,TRAIN,99.38,TRAINE,0.33,TAIN,0.23
english8,english,70,19.18,19.48,STATION,99.93,STATIONS,0.03,SDATION,0.02
english9,english,1,0.00,0.98,PLEASE,99.90,PLEASED,0.03,PLEADE,0.03
english9,english,2,1.04,1.34,COL,15.62,CON,14.48,CONL,12.15
english9,english,3,1.38,1.80,STELLA,93.04,STELA,3.26,STILLA,1.81
english9,english,4,1.88,2.74,ASK,99.87,ASKE,0.06,ASKS,0.05
english9,english,5,2.80,2.92,HER,99.98,ER,0.01,HR,0.00
english9,english,6,3.00,3.08,TO,99.98,T,0.01,O,0.00
english9,english,7,3.14,3.48,BRING,99.65,BURING,0.23,BRNG,0.05
english9,english,8,3.58,3.84,THESE,99.99,HESE,0.00,THES,0.00
english9,english,9,3.92,4.24,THINGS,99.98,THING,0.01,TINGS,0.01
english9,english,10,4.30,4.46,WITH,99.99,WIH,0.01,WIT,0.00
english9,english,11,4.52,4.62,HER,99.98,HE,0.02,ER,0.00
english9,english,12,4.68,4.88,FROM,99.98,FROR,0.01,FOM,0.00
english9,english,13,5.00,5.06,THE,99.95,THI,0.02,TE,0.01
english9,english,14,5.12,5.38,STORE,97.37,STOORE,2.35,SDORE,0.18
english9,english,15,5.46,6.66,SIX,99.92,SIXE,0.03,SIXH,0.02
english9,english,16,6.72,7.28,SPOONS,91.69,SPOONUS,3.56,SPOONFS,3.25
english9,english,17,7.38,7.44,OF,98.51,O,0.73,AF,0.73
english9,english,18,7.50,7.78,FRESH,100.00,RESH,0.00,FREH,0.00
english9,english,19,7.84,8.14,SNOW,99.90,SNAW,0.04,SNOWE,0.03
english9,english,20,8.18,8.52,PEESE,44.22,PEASE,22.77,PEES,20.13
english9,english,21,8.60,9.44,FIVE,99.99,FIV,0.01,FIE,0.00
english9,english,22,9.54,9.82,THICK,99.63,THIC,0.11,THIXK,0.05
english9,english,23,9.88,10.32,SLAPS,96.65,SLABS,2.10,SLAMPS,0.91
english9,english,24,10.38,10.48,OF,99.90,O,0.06,ON,0.02
english9,english,25,10.56,10.78,BLUE,98.32,LUE,1.19,BUE,0.25
english9,english,26,10.84,11.20,CHEESE,94.85,CHEES,2.57,CHEASE,1.42
english9,english,27,11.28,12.00,AND,99.87,ND,0.09,AN,0.03
english9,english,28,12.08,12.40,MAYBE,98.89,MEYBE,0.58,MABBE,0.18
english9,english,29,12.50,12.52,A,99.74,O,0.06,E,0.01
english9,english,30,12.58,12.94,SNACK,90.17,SNAK,6.01,SNACKE,3.02
english9,english,31,13.00,13.22,FOR,99.91,OR,0.03,FO,0.03
english9,english,32,13.28,13.36,HER,99.86,HE,0.05,ER,0.05
english9,english,33,13.42,13.66,BROTHER,99.87,BOTHER,0.07,BROTHERS,0.03
english9,english,34,13.72,13.98,BOB,94.31,BAB,2.71,BOH,0.83
english9,english,35,14.04,14.98,WE,99.99,W,0.01,E,0.00
english9,english,36,15.04,15.40,ALSO,99.85,ALLSO,0.14,ALS,0.00
english9,english,37,15.46,15.74,NEED,99.59,KNEED,0.10,NEAED,0.10
english9,english,38,15.84,15.92,A,92.12,AF,4.00,O,3.36
english9,english,39,15.98,16.30,SMALL,99.99,SMAL,0.01,SALL,0.00
english9,english,40,16.34,16.86,PLASTIC,97.51,PLASTICK,0.75,PLACTIC,0.75
english9,english,41,16.92,17.32,SNAKE,99.93,SNAKES,0.02,STNAKE,0.02
english9,english,42,17.36,18.20,AND,99.98,AN,0.02,ANND,0.00
english9,english,43,18.30,18.34,A,99.94,O,0.02,TA,0.01
english9,english,44,18.40,18.60,BIG,99.99,BIGE,0.01,BG,0.00
english9,english,45,18.66,19.02,TOY,99.86,TOYE,0.07,TOYD,0.03
english9,english,46,19.08,19.44,FROG,99.74,FROGU,0.12,FROGE,0.08
english9,english,47,19.52,19.80,FOR,99.90,FOM,0.03,FOF,0.03
english9,english,48,19.86,19.90,THE,99.97,THA,0.03,TE,0.00
english9,english,49,19.96,20.20,KITS,54.60,KIDS,37.55,KIT,2.42
english9,english,50,20.26,21.08,SHE,100.00,SH,0.00,SE,0.00
english9,english,51,21.14,21.26,CAN,99.78,COAN,0.05,KAN,0.05
english9,english,52,21.32,21.64,SCOOP,99.11,SCOOPE,0.52,SCOUP,0.21
english9,english,53,21.70,21.92,THESE,99.96,THES,0.01,THIESE,0.01
english9,english,54,22.00,22.38,THINGS,99.96,TINGS,0.02,HINGS,0.01
english9,english,55,22.44,23.02,INTO,92.01,INO,4.07,INT,3.74
english9,english,56,23.10,23.36,THREE,99.99,THRE,0.01,TREE,0.00
english9,english,57,23.44,23.74,RED,99.89,READ,0.09,REDD,0.01
english9,english,58,23.80,24.28,BAGS,100.00,BAG,0.00,AGS,0.00
english9,english,59,24.34,25.00,AND,99.82,AN,0.15,AD,0.02
english9,english,60,25.06,25.16,WE,100.00,E,0.00,W,0.00
english9,english,61,25.20,25.36,WILL,99.63,W'LL,0.19,ILL,0.15
english9,english,62,25.40,25.56,GO,100.00,O,0.00,G,0.00
english9,english,63,25.66,25.88,MEET,99.12,MEAT,0.41,MET,0.18
english9,english,64,25.92,26.04,HER,99.97,HR,0.02,HE,0.00
english9,english,65,26.14,26.76,WEDNESDAY,99.57,WEDNESDAYK,0.15,WEDNESTAY,0.08
english9,english,66,26.84,27.24,AT,99.72,AN,0.08,AF,0.07
english9,english,67,27.30,27.36,THE,99.87,THA,0.05,HE,0.04
english9,english,68,27.42,27.64,TRAIN,99.24,TRAINE,0.38,TRAIND,0.17
english9,english,69,27.70,28.08,STATION,98.76,STACTION,0.29,STITION,0.28
english10,english,1,0.00,0.80,PLEASE,99.50,PLEASED,0.48,PLESE,0.01
english10,english,2,0.86,1.08,CALL,98.20,CALLE,0.89,CALLD,0.58
english10,english,3,1.14,1.58,STELLA,86.20,STELA,9.63,STELLAH,2.69
english10,english,4,1.66,1.98,ASK,95.95,ASKE,3.28,ASKD,0.51
english10,english,5,2.06,2.14,HER,99.30,HE,0.23,HOR,0.22
english10,english,6,2.20,2.22,TO,100.00,T,0.00,O,0.00
english10,english,7,2.30,2.44,BRING,99.96,BRNG,0.01,WRING,0.01
english10,english,8,2.52,2.66,THESE,99.96,THOSE,0.03,HESE,0.00
english10,english,9,2.74,2.98,THINGS,99.25,THANGS,0.67,THING,0.05
english10,english,10,3.04,3.18,WITH,99.97,WIH,0.02,WTH,0.00
english10,english,11,3.24,3.38,HER,99.99,ER,0.01,HE,0.00
english10,english,12,3.48,3.68,FROM,99.63,FROR,0.19,FOM,0.11
english10,english,13,3.74,3.80,THE,99.81,THA,0.09,TE,0.07
english10,english,14,3.88,4.22,STORE,99.89,STOORE,0.05,STOR,0.02
english10,english,15,4.32,5.04,SIX,98.61,SIXK,0.90,SIXT,0.21
english10,english,16,5.10,5.52,SPOONS,99.57,SPONS,0.14,POONS,0.11
english10,english,17,5.62,5.68,OF,99.57,O,0.16,AF,0.13
english10,english,18,5.76,6.08,FRESH,99.99,FRECH,0.01,RESH,0.00
english10,english,19,6.16,6.48,SNOW,99.99,SSNOW,0.00,SNO,0.00
english10,english,20,6.52,6.86,PEAS,87.86,PEES,8.31,PEASE,2.50
english10,english,21,6.98,7.30,FIVE,99.92,FAVE,0.04,FIE,0.03
english10,english,22,7.40,7.62,THICK,99.80,THICXK,0.08,THIC,0.04
english10,english,23,7.68,8.12,SLABS,96.34,SLAVS,1.57,SLABES,1.32
english10,english,24,8.20,8.24,OF,94.07,AF,2.54,OT,1.57
english10,english,25,8.32,8.52,BLUE,99.37,PLUE,0.13,BLUTE,0.10
english10,english,26,8.56,8.90,CHEESE,99.51,CHEES,0.42,CHEAESE,0.02
english10,english,27,8.98,9.08,AND,97.82,AN,1.51,AD,0.30
english10,english,28,9.14,9.24,MAY,96.08,MAB,1.81,MAD,0.59
english10,english,29,9.28,9.34,BE,99.06,BO,0.29,BEU,0.22
english10,english,30,9.46,9.74,SNACK,55.62,SNACKE,32.28,SNACKD,6.52
english10,english,31,9.80,9.88,FOR,99.49,OR,0.13,FO,0.09
english10,english,32,9.94,10.00,HER,99.81,ER,0.08,HE,0.05
english10,english,33,10.06,10.30,BROTHER,99.08,BROTHERS,0.53,BOTHER,0.24
english10,english,34,10.36,10.70,BOB,98.52,BOBB,1.23,BOBS,0.08
english10,english,35,10.76,11.34,WE,99.98,W,0.01,E,0.00
english10,english,36,11.40,11.64,ALSO,99.91,ALLSO,0.07,A'SO,0.01
english10,english,37,11.68,11.82,NEED,97.77,NEAD,1.00,NEET,0.36
english10,english,38,11.88,11.90,A,99.94,AE,0.03,HA,0.02
english10,english,39,11.96,12.22,SMALL,99.98,SMAL,0.02,SMLL,0.00
english10,english,40,12.26,12.72,PLASTIC,96.41,PLASTICK,2.14,PLASTICS,0.37
english10,english,41,12.76,13.04,SNAKE,98.88,SNACKE,0.53,SNAK,0.31
english10,english,42,13.10,13.14,IN,45.15,IND,23.81,AN,19.85
english10,english,43,13.20,13.20,A,99.66,H,0.31,E,0.03
english10,english,44,13.26,13.42,BIG,99.68,BIK,0.13,BPIG,0.11
english10,english,45,13.48,13.72,TOY,98.47,TOI,0.86,TOYE,0.20
english10,english,46,13.78,14.08,FROG,99.94,FROGS,0.05,FROGU,0.01
english10,english,47,14.14,14.22,FOR,99.77,FO,0.06,FOM,0.06
english10,english,48,14.28,14.34,THE,99.98,THAE,0.02,TE,0.00
english10,english,49,14.40,14.70,KITS,82.37,KIDS,13.68,KIT'S,3.22
english10,english,50,14.76,15.00,SHE,100.00,HE,0.00,SE,0.00
english10,english,51,15.06,15.24,WILL,98.76,W'LL,0.81,WI'LL,0.21
english10,english,52,15.32,15.68,SCOOP,99.76,SCOOPE,0.09,SWOOP,0.05
english10,english,53,15.74,15.90,THESE,99.95,THOSE,0.02,THEE,0.01
english10,english,54,15.98,16.22,THINGS,99.91,THING,0.04,THANGS,0.03
english10,english,55,16.28,16.42,UP,99.61,U,0.30,P,0.09
english10,english,56,16.46,16.62,INTO,95.75,INO,2.97,INT,0.90
english10,english,57,16.70,16.88,THREE,99.99,THRE,0.00,TREE,0.00
english10,english,58,16.94,17.10,RED,99.97,RE,0.01,READ,0.01
english10,english,59,17.18,17.58,BAGS,99.89,BACGS,0.04,PAGS,0.03
english10,english,60,17.64,18.20,AND,99.34,AN,0.37,ND,0.17
english10,english,61,18.26,18.32,WE,98.91,W,0.57,E,0.41
english10,english,62,18.38,18.50,WILL,96.73,W'LL,1.40,ILL,0.92
english10,english,63,18.56,18.62,GO,99.95,O,0.04,G,0.00
english10,english,64,18.78,18.96,MEET,97.72,MEAT,1.41,MEED,0.40
english10,english,65,19.02,19.14,HER,99.17,HOR,0.43,ER,0.28
english10,english,66,19.22,19.86,WEDNESDAY,97.89,WEDNNESDAY,1.13,WEDNEESDAY,0.32
english10,english,67,19.94,20.02,AT,99.46,AN,0.19,AF,0.14
english10,english,68,20.08,20.16,THE,99.84,THAE,0.07,THET,0.06
english10,english,69,20.20,20.48,TRAIN,76.51,TRAINE,11.05,TRAIND,7.30
english10,english,70,20.52,21.00,STATION,99.83,STATIONS,0.16,STATIN,0.00
english11,english,1,0.00,0.76,PLEASE,96.66,CLEASE,3.21,KLEASE,0.05
english11,english,2,0.82,1.06,CALL,93.70,CALLS,2.20,CALLE,1.71
english11,english,3,1.14,1.42,STELLA,76.49,STELLAR,17.12,STELLE,4.90
english11,english,4,1.48,2.36,ASK,99.81,ASKS,0.12,ASKE,0.05
english11,english,5,2.42,2.48,HER,99.94,ER,0.04,HE,0.02
english11,english,6,2.52,2.56,TO,100.00,T,0.00,O,0.00
english11,english,7,2.62,2.76,BRING,99.99,BING,0.01,BRIG,0.00
english11,english,8,2.86,3.02,THESE,99.98,THE,0.01,THEE,0.00
english11,english,9,3.10,3.34,THINGS,99.98,THINS,0.01,TINGS,0.01
english11,english,10,3.42,3.54,WITH,61.85,WHITH,38.10,WIH,0.01
english11,english,11,3.60,3.66,HER,98.95,ER,0.95,HE,0.06
english11,english,12,3.74,3.84,FROM,99.91,FROR,0.03,FOM,0.03
english11,english,13,3.92,3.96,THE,99.94,THA,0.04,TE,0.02
english11,english,14,4.02,4.28,STORE,97.13,STARE,1.57,STOWE,0.60
english11,english,15,4.34,5.22,SIX,99.50,SIXK,0.47,SIXT,0.01
english11,english,16,5.28,5.62,SPOONS,99.46,SPOONFS,0.35,SPOONUS,0.13
english11,english,17,5.70,5.72,OF,99.97,AF,0.03,O,0.01
english11,english,18,5.80,6.06,FRESH,99.98,FRECH,0.01,FRES,0.00
english11,english,19,6.12,6.36,SNOW,99.94,SNAW,0.03,SNOWE,0.02
english11,english,20,6.42,6.66,PEESE,80.69,PEASE,13.20,PEES,4.70
english11,english,21,6.74,7.30,FIVE,100.00,FIE,0.00,FIV,0.00
english11,english,22,7.42,7.66,THICK,98.17,THIXK,1.14,THIK,0.29
english11,english,23,7.72,8.04,SLABS,97.61,SLOBS,1.28,SLAPS,0.92
english11,english,24,8.10,8.14,OF,99.99,ON,0.01,O,0.00
english11,english,25,8.22,8.38,BLUE,99.78,PLUE,0.16,BLE,0.04
english11,english,26,8.44,8.72,CHEESE,99.39,CHEES,0.42,THEESE,0.06
english11,english,27,8.80,9.24,AND,99.47,AN,0.40,ARD,0.05
english11,english,28,9.30,9.40,MAY,99.81,MEY,0.06,MAB,0.04
english11,english,29,9.44,9.50,BE,99.96,HE,0.02,ME,0.01
english11,english,30,9.58,9.58,A,99.98,E,0.02,,0.00
english11,english,31,9.66,9.98,SNACK,97.33,SNAK,1.68,SNATK,0.29
english11,english,32,10.04,10.24,FOR,99.82,FO,0.08,FAR,0.03
english11,english,33,10.30,10.36,HER,99.97,HE,0.02,ER,0.01
english11,english,34,10.42,10.60,BROTHER,99.67,BOTHER,0.19,PROTHER,0.04
english11,english,35,10.64,10.80,BOB,77.63,PBOB,8.36,BOBS,5.71
english11,english,36,10.86,11.48,WE,100.00,W,0.00,E,0.00
english11,english,37,11.54,11.72,ALSO,99.98,ALLSO,0.02,ALS,0.00
english11,english,38,11.80,11.92,NEED,99.81,NEAD,0.17,NED,0.02
english11,english,39,11.98,11.98,A,99.99,O,0.01,,0.00
english11,english,40,12.06,12.42,SMALL,100.00,SSMALL,0.00,SMAL,0.00
english11,english,41,12.48,12.92,PLASTIC,77.63,PLASTICK,21.48,PLASTICS,0.20
english11,english,42,12.98,13.26,SNAKE,99.90,STAKE,0.06,SNAK,0.04
english11,english,43,13.32,13.50,AND,99.71,AN,0.22,ND,0.04
english11,english,44,13.58,13.58,A,99.93,E,0.07,,0.00
english11,english,45,13.64,13.76,BIG,100.00,BI,0.00,BG,0.00
english11,english,46,13.82,14.04,TOY,99.86,TROY,0.07,TOI,0.05
english11,english,47,14.10,14.34,FROG,99.89,FROGS,0.11,FOG,0.00
